Kode Unit Motor,Tahun Kendaraan,Kilometer,Usia_Kendaraan,Kondisi_Oli,Kondisi_Rem,KM_Terakhir_Ganti_Oli,Bulan_Terakhir_Ganti_Oli,KM_Per_Tahun,Jumlah_Keluhan,Jns Service
ALL-NEW-NMAX,2022,15808,2,Kritis,Perlu Penyetelan,5184,7,7904,1,rutin
NMAX-NEO-S,2020,32198,4,Kritis,Perlu Penggantian,5493,10,8049,3,repair
X-MAX-CONNEC,2018,81082,6,Baik,Perlu Penggantian,490,4,13513,1,repair
LEXI,2021,16787,3,Kritis,Perlu Penyetelan,4973,6,5595,0,rutin
VIXION,2024,262,0,Baik,Baik,180,4,262,0,rutin
FAZZIO-NEO-HY,2018,37733,6,Perlu Ganti,Perlu Penggantian,1568,5,6288,0,rutin
VIXION,2023,6206,1,Kritis,Baik,5357,11,6206,1,rutin
NMAX-NEO-S,2021,23460,3,Baik,Perlu Penyetelan,1718,3,7820,0,rutin
NMAX-NEO-S,2023,12041,1,Kritis,Baik,5520,10,12041,1,repair
MIO-M3 125,2024,0,0,Baik,Baik,0,3,0,0,rutin
MIO-M3 125,2022,18418,2,Perlu Ganti,Perlu Penyetelan,2287,5,9209,0,rutin
ALL-NEW-NMAX,2023,6530,1,Kritis,Baik,5694,12,6530,2,repair
XSR 155,2021,40048,3,Perlu Ganti,Perlu Penggantian,2750,4,13349,2,repair
MIO,2022,17941,2,Perlu Ganti,Perlu Penyetelan,2080,3,8970,1,repair
FREE-GO-S,2021,17176,3,Baik,Perlu Penyetelan,940,1,5725,0,rutin
ALL-NEW-AEROX,2020,47742,4,Perlu Ganti,Perlu Penggantian,1774,6,11935,1,repair
R15,2021,27382,3,Baik,Perlu Penggantian,1374,2,9127,1,repair
FREE-GO-S,2021,29809,3,Kritis,Perlu Penggantian,1857,12,9936,2,repair
ALL-NEW-NMAX,2023,8076,1,Baik,Baik,1443,2,8076,0,rutin
LEXI,2018,44348,6,Perlu Ganti,Perlu Penggantian,2527,5,7391,0,rutin
R15,2018,55056,6,Kritis,Perlu Penggantian,2625,8,9176,3,repair
ALL-NEW-AEROX,2018,42994,6,Kritis,Perlu Penggantian,1531,11,7165,3,repair
XSR 155,2024,210,0,Kritis,Baik,191,12,210,0,rutin
ALL-NEW-NMAX,2018,31035,6,Kritis,Perlu Penggantian,1525,10,5172,2,rutin
NMAX-NEO-S,2023,7988,1,Kritis,Baik,3951,6,7988,1,rutin
ALL-NEW-NMAX,2020,29057,4,Kritis,Perlu Penggantian,4196,6,7264,2,repair
X-MAX-CONNEC,2023,8254,1,Baik,Baik,1500,1,8254,0,rutin
FREE-GO-S,2024,0,0,Kritis,Baik,0,9,0,2,rutin
XSR 155,2023,9183,1,Kritis,Baik,6530,12,9183,1,repair
FREE-GO-S,2023,8737,1,Kritis,Baik,4674,8,8737,2,repair
MIO,2018,45688,6,Kritis,Perlu Penggantian,2881,11,7614,2,repair
MT-15,2022,17019,2,Kritis,Perlu Penyetelan,3228,4,8509,2,repair
NMAX-NEO-S,2018,50603,6,Kritis,Perlu Penggantian,10066,12,8433,3,repair
VIXION,2023,7109,1,Baik,Baik,592,4,7109,0,rutin
FREE-GO-S,2020,30315,4,Kritis,Perlu Penggantian,3953,8,7578,2,repair
FREE-GO-S,2022,12812,2,Perlu Ganti,Baik,2888,4,6406,1,repair
XSR 155,2019,69563,5,Kritis,Perlu Penggantian,3097,4,13912,3,repair
MIO,2020,47590,4,Kritis,Perlu Penggantian,7722,10,11897,3,repair
FREE-GO-S,2018,64069,6,Kritis,Perlu Penggantian,768,12,10678,4,repair
FREE-GO-S,2018,62444,6,Kritis,Perlu Penggantian,3845,9,10407,4,repair
MIO,2018,67953,6,Baik,Perlu Penggantian,1330,2,11325,1,rutin
NMAX-NEO-S,2022,19329,2,Baik,Perlu Penyetelan,761,2,9664,0,rutin
LEXI,2021,32140,3,Perlu Ganti,Perlu Penggantian,2934,6,10713,2,repair
R15,2021,41336,3,Perlu Ganti,Perlu Penggantian,2464,6,13778,3,repair
LEXI,2023,5310,1,Perlu Ganti,Baik,2440,7,5310,0,rutin
ALL-NEW-NMAX,2022,14179,2,Kritis,Baik,5304,10,7089,2,repair
MIO-M3 125,2018,63807,6,Baik,Perlu Penggantian,765,1,10634,1,repair
FILANO-NEO,2019,26719,5,Kritis,Perlu Penggantian,5894,10,5343,4,repair
ALL-NEW-NMAX,2019,36938,5,Kritis,Perlu Penggantian,954,11,7387,4,repair
X-MAX-CONNEC,2020,49689,4,Kritis,Perlu Penggantian,3991,12,12422,3,repair
X-MAX-CONNEC,2024,221,0,Kritis,Baik,150,10,221,1,repair
MIO,2022,24416,2,Kritis,Perlu Penyetelan,4304,6,12208,1,rutin
X-MAX-CONNEC,2022,31465,2,Perlu Ganti,Perlu Penggantian,1978,5,15732,0,rutin
MIO,2022,19838,2,Kritis,Perlu Penyetelan,8757,11,9919,0,rutin
MT-15,2021,29627,3,Perlu Ganti,Perlu Penggantian,246,7,9875,2,repair
ALL-NEW-NMAX,2020,32476,4,Baik,Perlu Penggantian,983,1,8119,3,repair
FREE-GO-S,2019,51985,5,Kritis,Perlu Penggantian,3385,5,10397,2,repair
LEXI,2021,22170,3,Baik,Perlu Penyetelan,281,4,7390,0,rutin
FREE-GO-S,2019,43007,5,Perlu Ganti,Perlu Penggantian,1591,6,8601,0,rutin
XSR 155,2023,13416,1,Perlu Ganti,Baik,1645,7,13416,0,rutin
MIO-M3 125,2023,9327,1,Baik,Baik,1131,2,9327,0,rutin
FREE-GO-S,2022,14858,2,Kritis,Baik,4010,8,7429,1,rutin
NMAX-NEO-S,2022,18442,2,Baik,Perlu Penyetelan,119,3,9221,0,rutin
FAZZIO-NEO-HY,2024,0,0,Kritis,Baik,0,9,0,0,rutin
LEXI,2019,44174,5,Kritis,Perlu Penggantian,3985,8,8834,3,repair
X-MAX-CONNEC,2024,0,0,Kritis,Baik,0,8,0,1,repair
R15,2024,0,0,Kritis,Baik,0,11,0,2,repair
NMAX-NEO-S,2021,41270,3,Kritis,Perlu Penggantian,4725,5,13756,3,repair
ALL-NEW-AEROX,2018,52833,6,Baik,Perlu Penggantian,614,1,8805,1,repair
ALL-NEW-AEROX,2018,56173,6,Baik,Perlu Penggantian,1579,3,9362,1,repair
R15,2018,43815,6,Kritis,Perlu Penggantian,301,11,7302,3,repair
MT-15,2020,36756,4,Kritis,Perlu Penggantian,3507,9,9189,4,repair
MIO,2019,58200,5,Kritis,Perlu Penggantian,671,11,11640,3,repair
MT-15,2021,41402,3,Kritis,Perlu Penggantian,3970,5,13800,2,repair
LEXI,2020,35078,4,Kritis,Perlu Penggantian,3282,7,8769,2,repair
NMAX-NEO-S,2018,88637,6,Kritis,Perlu Penggantian,7816,11,14772,2,repair
FREE-GO-S,2018,34172,6,Kritis,Perlu Penggantian,3920,10,5695,3,repair
R15,2024,0,0,Baik,Baik,0,4,0,0,rutin
FAZZIO-NEO-HY,2019,29915,5,Kritis,Perlu Penggantian,4498,9,5983,0,rutin
ALL-NEW-NMAX,2023,10442,1,Kritis,Baik,2168,10,10442,0,rutin
MIO-M3 125,2023,7453,1,Baik,Baik,1210,2,7453,0,rutin
ALL-NEW-AEROX,2018,67366,6,Baik,Perlu Penggantian,790,3,11227,1,rutin
R15,2023,10753,1,Baik,Baik,1679,3,10753,1,repair
VIXION,2024,192,0,Perlu Ganti,Baik,104,5,192,0,rutin
ALL-NEW-NMAX,2020,37539,4,Kritis,Perlu Penggantian,5697,11,9384,2,repair
LEXI,2024,0,0,Perlu Ganti,Baik,0,6,0,0,rutin
MIO,2020,44706,4,Kritis,Perlu Penggantian,2472,10,11176,3,repair
FREE-GO-S,2022,10640,2,Perlu Ganti,Baik,1267,5,5320,0,rutin
FREE-GO-S,2022,15736,2,Kritis,Perlu Penyetelan,3672,4,7868,0,rutin
FAZZIO-NEO-HY,2019,27707,5,Kritis,Perlu Penggantian,4051,9,5541,2,repair
NMAX-NEO-S,2021,41190,3,Kritis,Perlu Penggantian,4857,11,13730,3,repair
FAZZIO-NEO-HY,2022,20228,2,Perlu Ganti,Perlu Penyetelan,1157,7,10114,0,rutin
FREE-GO-S,2021,22565,3,Kritis,Perlu Penyetelan,6523,10,7521,0,rutin
FREE-GO-S,2020,32282,4,Kritis,Perlu Penggantian,7237,11,8070,3,repair
LEXI,2022,15969,2,Kritis,Perlu Penyetelan,3531,7,7984,2,repair
MIO,2018,45854,6,Baik,Perlu Penggantian,183,1,7642,2,repair
LEXI,2020,29072,4,Baik,Perlu Penggantian,1214,1,7268,0,rutin
MIO-M3 125,2022,17817,2,Baik,Perlu Penyetelan,123,1,8908,0,rutin
X-MAX-CONNEC,2021,34967,3,Baik,Perlu Penggantian,752,1,11655,2,repair
MIO,2020,32046,4,Kritis,Perlu Penggantian,4082,11,8011,3,repair
XSR 155,2023,12693,1,Perlu Ganti,Baik,373,5,12693,0,rutin
ALL-NEW-AEROX,2020,39396,4,Kritis,Perlu Penggantian,3261,9,9849,2,rutin
MIO,2022,13510,2,Baik,Baik,1743,3,6755,0,rutin
LEXI,2024,0,0,Kritis,Baik,0,10,0,2,repair
ALL-NEW-NMAX,2018,40041,6,Perlu Ganti,Perlu Penggantian,2395,7,6673,1,repair
XSR 155,2019,57418,5,Baik,Perlu Penggantian,1014,2,11483,1,rutin
ALL-NEW-NMAX,2023,8118,1,Kritis,Baik,4162,11,8118,1,rutin
MIO,2021,23664,3,Kritis,Perlu Penyetelan,9504,12,7888,1,repair
XSR 155,2018,64427,6,Perlu Ganti,Perlu Penggantian,2154,3,10737,1,rutin
ALL-NEW-AEROX,2019,34158,5,Kritis,Perlu Penggantian,2250,8,6831,0,rutin
ALL-NEW-NMAX,2024,0,0,Baik,Baik,0,3,0,0,rutin
MIO,2022,19132,2,Baik,Perlu Penyetelan,802,2,9566,0,rutin
FAZZIO-NEO-HY,2024,75,0,Baik,Baik,29,4,75,0,rutin
MIO,2021,29909,3,Baik,Perlu Penggantian,86,1,9969,2,repair
NMAX-NEO-S,2021,43111,3,Baik,Perlu Penggantian,655,2,14370,0,rutin
MIO,2020,40064,4,Baik,Perlu Penggantian,763,2,10016,2,repair
MIO,2022,19485,2,Baik,Perlu Penyetelan,222,1,9742,0,rutin
XSR 155,2018,39741,6,Baik,Perlu Penggantian,224,1,6623,2,repair
X-MAX-CONNEC,2024,0,0,Kritis,Baik,0,10,0,1,rutin
MIO-M3 125,2018,59259,6,Perlu Ganti,Perlu Penggantian,1613,6,9876,0,rutin
LEXI,2021,27844,3,Kritis,Perlu Penggantian,2119,9,9281,3,repair
ALL-NEW-AEROX,2021,23486,3,Kritis,Perlu Penyetelan,4087,11,7828,2,repair
R15,2022,25266,2,Kritis,Perlu Penggantian,2646,11,12633,3,repair
ALL-NEW-AEROX,2023,10795,1,Perlu Ganti,Baik,1099,6,10795,0,rutin
MT-15,2024,0,0,Kritis,Baik,0,10,0,1,repair
XSR 155,2023,10824,1,Kritis,Baik,1172,11,10824,0,rutin
XSR 155,2018,55176,6,Perlu Ganti,Perlu Penggantian,2216,2,9196,2,repair
X-MAX-CONNEC,2020,55301,4,Kritis,Perlu Penggantian,290,11,13825,3,repair
MIO-M3 125,2019,38489,5,Baik,Perlu Penggantian,189,1,7697,1,repair
ALL-NEW-NMAX,2024,137,0,Baik,Baik,27,4,137,0,rutin
ALL-NEW-NMAX,2019,35289,5,Kritis,Perlu Penggantian,3023,3,7057,3,repair
X-MAX-CONNEC,2023,14227,1,Kritis,Baik,4044,8,14227,1,repair
MT-15,2024,215,0,Perlu Ganti,Baik,185,7,215,0,rutin
FREE-GO-S,2019,43008,5,Baik,Perlu Penggantian,429,1,8601,1,repair
MIO,2022,24971,2,Perlu Ganti,Perlu Penyetelan,1848,5,12485,0,rutin
LEXI,2024,83,0,Perlu Ganti,Baik,57,6,83,0,rutin
X-MAX-CONNEC,2023,13697,1,Perlu Ganti,Baik,1977,4,13697,0,rutin
FREE-GO-S,2020,42702,4,Kritis,Perlu Penggantian,4890,8,10675,3,repair
NMAX-NEO-S,2019,57915,5,Perlu Ganti,Perlu Penggantian,10,5,11583,0,rutin
NMAX-NEO-S,2021,22505,3,Kritis,Perlu Penyetelan,2064,10,7501,3,repair
FAZZIO-NEO-HY,2024,137,0,Perlu Ganti,Baik,104,5,137,0,rutin
MIO,2021,28032,3,Kritis,Perlu Penggantian,6996,11,9344,4,repair
MT-15,2024,0,0,Perlu Ganti,Baik,0,6,0,0,rutin
NMAX-NEO-S,2019,56546,5,Baik,Perlu Penggantian,862,3,11309,2,repair
MIO,2024,107,0,Baik,Baik,72,1,107,0,rutin
ALL-NEW-NMAX,2023,10489,1,Baik,Baik,408,4,10489,0,rutin
ALL-NEW-NMAX,2020,41168,4,Kritis,Perlu Penggantian,6070,11,10292,3,repair
FREE-GO-S,2023,10203,1,Baik,Baik,1188,3,10203,0,rutin
MIO,2018,71934,6,Perlu Ganti,Perlu Penggantian,917,6,11989,2,repair
MIO,2019,50695,5,Kritis,Perlu Penggantian,1003,9,10139,2,repair
FILANO-NEO,2024,0,0,Perlu Ganti,Baik,0,7,0,0,rutin
ALL-NEW-NMAX,2024,0,0,Kritis,Baik,0,9,0,2,repair
ALL-NEW-NMAX,2019,48242,5,Baik,Perlu Penggantian,253,4,9648,0,rutin
LEXI,2023,5973,1,Perlu Ganti,Baik,1400,5,5973,0,rutin
MT-15,2023,11746,1,Baik,Baik,45,1,11746,0,rutin
MIO,2022,23060,2,Baik,Perlu Penyetelan,1044,4,11530,0,rutin
XSR 155,2024,0,0,Kritis,Baik,0,8,0,2,repair
MIO,2024,122,0,Baik,Baik,40,2,122,0,rutin
LEXI,2024,335,0,Baik,Baik,154,2,335,0,rutin
ALL-NEW-AEROX,2022,13852,2,Kritis,Baik,7697,9,6926,1,repair
ALL-NEW-AEROX,2024,0,0,Kritis,Baik,0,8,0,1,rutin
ALL-NEW-NMAX,2024,71,0,Kritis,Baik,49,9,71,1,repair
FREE-GO-S,2020,36521,4,Kritis,Perlu Penggantian,6654,8,9130,0,rutin
MT-15,2019,64796,5,Kritis,Perlu Penggantian,4857,8,12959,2,repair
FREE-GO-S,2018,62313,6,Perlu Ganti,Perlu Penggantian,2512,5,10385,0,rutin
MIO,2022,13827,2,Baik,Baik,639,1,6913,0,rutin
R15,2018,65529,6,Baik,Perlu Penggantian,101,1,10921,0,rutin
R15,2023,10772,1,Kritis,Baik,3552,6,10772,2,repair
NMAX-NEO-S,2019,77083,5,Perlu Ganti,Perlu Penggantian,1567,5,15416,4,repair
ALL-NEW-NMAX,2019,37985,5,Baik,Perlu Penggantian,566,4,7597,1,repair
LEXI,2019,41034,5,Kritis,Perlu Penggantian,1357,12,8206,0,rutin
FILANO-NEO,2020,39734,4,Kritis,Perlu Penggantian,3264,7,9933,2,repair
ALL-NEW-AEROX,2022,27680,2,Perlu Ganti,Perlu Penggantian,1017,5,13840,1,repair
ALL-NEW-NMAX,2020,36772,4,Perlu Ganti,Perlu Penggantian,109,5,9193,2,repair
NMAX-NEO-S,2023,10508,1,Kritis,Baik,3209,11,10508,2,repair
ALL-NEW-AEROX,2020,54817,4,Kritis,Perlu Penggantian,2262,11,13704,2,repair
FILANO-NEO,2022,20382,2,Kritis,Perlu Penyetelan,6252,8,10191,4,repair
ALL-NEW-NMAX,2022,13434,2,Baik,Baik,794,1,6717,0,rutin
NMAX-NEO-S,2021,38989,3,Baik,Perlu Penggantian,304,1,12996,0,rutin
LEXI,2023,10684,1,Kritis,Baik,252,11,10684,2,repair
FAZZIO-NEO-HY,2024,0,0,Perlu Ganti,Baik,0,7,0,0,rutin
FREE-GO-S,2019,40079,5,Kritis,Perlu Penggantian,248,11,8015,3,repair
ALL-NEW-NMAX,2023,9176,1,Baik,Baik,925,2,9176,0,rutin
FREE-GO-S,2019,51011,5,Kritis,Perlu Penggantian,6040,10,10202,3,repair
MIO,2020,37626,4,Perlu Ganti,Perlu Penggantian,390,5,9406,1,repair
R15,2020,28120,4,Baik,Perlu Penggantian,653,1,7030,0,rutin
FREE-GO-S,2020,22950,4,Kritis,Perlu Penggantian,1495,11,5737,3,repair
ALL-NEW-NMAX,2019,52746,5,Kritis,Perlu Penggantian,8157,10,10549,2,repair
NMAX-NEO-S,2020,54487,4,Perlu Ganti,Perlu Penggantian,2487,5,13621,2,repair
XSR 155,2019,37273,5,Baik,Perlu Penggantian,1779,4,7454,1,repair
LEXI,2021,25054,3,Perlu Ganti,Perlu Penggantian,2551,3,8351,1,repair
XSR 155,2019,56706,5,Kritis,Perlu Penggantian,1922,10,11341,2,repair
ALL-NEW-NMAX,2018,33748,6,Kritis,Perlu Penggantian,3295,4,5624,4,repair
ALL-NEW-AEROX,2019,45979,5,Kritis,Perlu Penggantian,4009,6,9195,3,repair
X-MAX-CONNEC,2022,23948,2,Baik,Perlu Penyetelan,597,1,11974,0,rutin
ALL-NEW-AEROX,2019,72105,5,Kritis,Perlu Penggantian,4800,7,14421,2,repair
MIO,2021,36125,3,Kritis,Perlu Penggantian,6776,12,12041,0,rutin
NMAX-NEO-S,2021,28255,3,Kritis,Perlu Penggantian,3023,6,9418,4,repair
ALL-NEW-AEROX,2020,47280,4,Perlu Ganti,Perlu Penggantian,2959,4,11820,2,repair
FREE-GO-S,2018,57732,6,Kritis,Perlu Penggantian,3624,6,9622,3,repair
ALL-NEW-NMAX,2022,13872,2,Baik,Baik,114,1,6936,0,rutin
FAZZIO-NEO-HY,2022,12860,2,Perlu Ganti,Baik,1771,5,6430,0,rutin
ALL-NEW-NMAX,2018,52026,6,Kritis,Perlu Penggantian,7003,10,8671,2,rutin
FILANO-NEO,2020,30487,4,Kritis,Perlu Penggantian,1934,10,7621,0,rutin
ALL-NEW-NMAX,2023,6379,1,Perlu Ganti,Baik,1038,7,6379,0,rutin
FREE-GO-S,2020,26334,4,Kritis,Perlu Penggantian,5280,7,6583,2,repair
MIO,2022,24157,2,Baik,Perlu Penyetelan,75,4,12078,0,rutin
FILANO-NEO,2023,5836,1,Baik,Baik,24,2,5836,0,rutin
LEXI,2023,9649,1,Baik,Baik,489,3,9649,0,rutin
FAZZIO-NEO-HY,2022,11997,2,Baik,Baik,1081,4,5998,0,rutin
MT-15,2019,65879,5,Kritis,Perlu Penggantian,905,9,13175,1,rutin
ALL-NEW-NMAX,2023,10183,1,Kritis,Baik,1644,11,10183,0,rutin
NMAX-NEO-S,2018,69000,6,Kritis,Perlu Penggantian,3353,12,11500,2,repair
MIO,2024,0,0,Kritis,Baik,0,9,0,0,rutin
LEXI,2021,21120,3,Kritis,Perlu Penyetelan,4312,9,7040,0,rutin
VIXION,2022,13162,2,Baik,Baik,180,3,6581,0,rutin
VIXION,2019,61808,5,Kritis,Perlu Penggantian,4998,10,12361,3,repair
ALL-NEW-AEROX,2021,23624,3,Perlu Ganti,Perlu Penyetelan,216,6,7874,1,rutin
NMAX-NEO-S,2018,64946,6,Baik,Perlu Penggantian,438,2,10824,1,repair
LEXI,2024,0,0,Kritis,Baik,0,11,0,0,rutin
LEXI,2023,10307,1,Kritis,Baik,5087,8,10307,2,repair
VIXION,2023,10707,1,Baik,Baik,547,2,10707,0,rutin
ALL-NEW-AEROX,2021,23531,3,Kritis,Perlu Penyetelan,7156,8,7843,1,repair
LEXI,2023,4884,1,Perlu Ganti,Baik,2726,6,4884,0,rutin
X-MAX-CONNEC,2021,45491,3,Kritis,Perlu Penggantian,7727,11,15163,3,repair
XSR 155,2021,33118,3,Perlu Ganti,Perlu Penggantian,2377,3,11039,1,repair
ALL-NEW-AEROX,2023,13801,1,Perlu Ganti,Baik,2178,5,13801,0,rutin
ALL-NEW-AEROX,2019,65707,5,Kritis,Perlu Penggantian,4447,7,13141,3,repair
MIO-M3 125,2019,53192,5,Perlu Ganti,Perlu Penggantian,1821,2,10638,1,repair
R15,2023,10246,1,Baik,Baik,1361,3,10246,0,rutin
MIO,2023,8554,1,Perlu Ganti,Baik,1340,5,8554,0,rutin
MIO,2021,22573,3,Baik,Perlu Penyetelan,359,3,7524,0,rutin
NMAX-NEO-S,2024,81,0,Baik,Baik,7,4,81,0,rutin
ALL-NEW-AEROX,2024,0,0,Kritis,Baik,0,9,0,2,repair
MIO-M3 125,2024,96,0,Baik,Baik,75,4,96,0,rutin
FAZZIO-NEO-HY,2018,57584,6,Kritis,Perlu Penggantian,530,11,9597,2,repair
ALL-NEW-AEROX,2022,14552,2,Perlu Ganti,Baik,2769,3,7276,0,rutin
NMAX-NEO-S,2018,84175,6,Kritis,Perlu Penggantian,2634,12,14029,4,repair
FREE-GO-S,2023,5357,1,Baik,Baik,1599,2,5357,0,rutin
R15,2018,52571,6,Perlu Ganti,Perlu Penggantian,2569,3,8761,2,repair
MIO-M3 125,2022,12230,2,Baik,Baik,1690,4,6115,0,rutin
ALL-NEW-AEROX,2021,29021,3,Baik,Perlu Penggantian,1417,1,9673,3,repair
FILANO-NEO,2022,20908,2,Kritis,Perlu Penyetelan,1146,9,10454,1,rutin
FREE-GO-S,2023,5935,1,Kritis,Baik,4656,12,5935,0,rutin
NMAX-NEO-S,2019,62122,5,Kritis,Perlu Penggantian,2617,9,12424,0,rutin
FREE-GO-S,2022,19008,2,Baik,Perlu Penyetelan,1141,1,9504,1,rutin
XSR 155,2020,39834,4,Perlu Ganti,Perlu Penggantian,2955,6,9958,1,rutin
MIO,2024,31,0,Baik,Baik,26,2,31,0,rutin
FREE-GO-S,2021,28045,3,Perlu Ganti,Perlu Penggantian,1672,7,9348,0,rutin
NMAX-NEO-S,2019,75320,5,Baik,Perlu Penggantian,259,1,15064,0,rutin
MIO-M3 125,2023,10243,1,Kritis,Baik,4958,10,10243,0,rutin
ALL-NEW-AEROX,2021,30074,3,Baik,Perlu Penggantian,62,1,10024,2,repair
NMAX-NEO-S,2021,28267,3,Kritis,Perlu Penggantian,3245,10,9422,4,repair
X-MAX-CONNEC,2022,23017,2,Kritis,Perlu Penyetelan,5196,12,11508,2,repair
MIO,2020,39752,4,Kritis,Perlu Penggantian,4319,9,9938,3,repair
FAZZIO-NEO-HY,2023,7829,1,Kritis,Baik,3899,11,7829,2,repair
ALL-NEW-AEROX,2022,20637,2,Kritis,Perlu Penyetelan,3090,5,10318,2,repair
MIO,2018,35007,6,Perlu Ganti,Perlu Penggantian,850,6,5834,1,repair
FILANO-NEO,2024,0,0,Baik,Baik,0,4,0,0,rutin
MT-15,2023,8586,1,Perlu Ganti,Baik,2,5,8586,0,rutin
ALL-NEW-NMAX,2024,0,0,Kritis,Baik,0,11,0,1,repair
FAZZIO-NEO-HY,2020,35804,4,Perlu Ganti,Perlu Penggantian,2580,3,8951,2,repair
VIXION,2018,53127,6,Baik,Perlu Penggantian,1049,1,8854,2,repair
MIO-M3 125,2022,18706,2,Perlu Ganti,Perlu Penyetelan,733,7,9353,0,rutin
MIO,2023,7195,1,Perlu Ganti,Baik,368,7,7195,0,rutin
XSR 155,2023,11395,1,Perlu Ganti,Baik,1063,6,11395,0,rutin
ALL-NEW-NMAX,2019,41192,5,Kritis,Perlu Penggantian,5009,7,8238,4,repair
MT-15,2020,36416,4,Baik,Perlu Penggantian,557,2,9104,0,rutin
FREE-GO-S,2020,40944,4,Kritis,Perlu Penggantian,1323,10,10236,4,repair
FREE-GO-S,2022,10152,2,Kritis,Baik,3248,5,5076,1,repair
NMAX-NEO-S,2023,6966,1,Perlu Ganti,Baik,1170,7,6966,0,rutin
MIO,2021,33536,3,Baik,Perlu Penggantian,1700,3,11178,1,repair
ALL-NEW-NMAX,2021,28155,3,Perlu Ganti,Perlu Penggantian,2444,7,9385,0,rutin
NMAX-NEO-S,2023,11671,1,Kritis,Baik,187,9,11671,1,rutin
ALL-NEW-NMAX,2021,15897,3,Kritis,Perlu Penyetelan,8827,11,5299,1,repair
LEXI,2021,31843,3,Kritis,Perlu Penggantian,502,9,10614,4,repair
LEXI,2019,32001,5,Kritis,Perlu Penggantian,4744,10,6400,3,repair
MIO-M3 125,2018,31800,6,Kritis,Perlu Penggantian,3381,5,5300,4,repair
ALL-NEW-AEROX,2019,39683,5,Kritis,Perlu Penggantian,5750,8,7936,3,repair
FREE-GO-S,2024,87,0,Kritis,Baik,9,10,87,1,repair
ALL-NEW-NMAX,2018,29330,6,Kritis,Perlu Penggantian,7187,8,4888,1,rutin
FREE-GO-S,2022,19824,2,Kritis,Perlu Penyetelan,4751,6,9912,2,repair
XSR 155,2018,65781,6,Kritis,Perlu Penggantian,3466,5,10963,3,repair
XSR 155,2021,39752,3,Perlu Ganti,Perlu Penggantian,567,7,13250,1,repair
X-MAX-CONNEC,2018,62742,6,Kritis,Perlu Penggantian,3355,6,10457,3,repair
NMAX-NEO-S,2020,42947,4,Perlu Ganti,Perlu Penggantian,434,6,10736,1,rutin
FREE-GO-S,2022,13819,2,Kritis,Baik,4415,10,6909,1,repair
R15,2018,69373,6,Baik,Perlu Penggantian,1053,4,11562,2,repair
XSR 155,2020,37049,4,Kritis,Perlu Penggantian,3745,11,9262,4,repair
MIO,2020,35312,4,Baik,Perlu Penggantian,814,4,8828,2,rutin
MIO,2022,21379,2,Perlu Ganti,Perlu Penyetelan,1941,7,10689,0,rutin
NMAX-NEO-S,2024,0,0,Perlu Ganti,Baik,0,5,0,0,rutin
R15,2018,72701,6,Perlu Ganti,Perlu Penggantian,370,5,12116,1,repair
XSR 155,2022,14896,2,Kritis,Baik,5141,10,7448,2,repair
ALL-NEW-AEROX,2021,37947,3,Perlu Ganti,Perlu Penggantian,1515,7,12649,0,rutin
X-MAX-CONNEC,2022,23410,2,Baik,Perlu Penyetelan,782,1,11705,0,rutin
NMAX-NEO-S,2021,35847,3,Perlu Ganti,Perlu Penggantian,2260,4,11949,1,rutin
NMAX-NEO-S,2020,48471,4,Baik,Perlu Penggantian,267,2,12117,0,rutin
ALL-NEW-AEROX,2023,7690,1,Perlu Ganti,Baik,773,7,7690,0,rutin
MIO-M3 125,2019,43772,5,Kritis,Perlu Penggantian,984,11,8754,3,repair
X-MAX-CONNEC,2024,0,0,Kritis,Baik,0,10,0,2,rutin
XSR 155,2019,61893,5,Kritis,Perlu Penggantian,2424,9,12378,3,repair
XSR 155,2019,42439,5,Perlu Ganti,Perlu Penggantian,2456,3,8487,2,repair
FILANO-NEO,2018,42600,6,Baik,Perlu Penggantian,1432,4,7100,1,repair
ALL-NEW-AEROX,2018,65629,6,Baik,Perlu Penggantian,210,1,10938,0,rutin
NMAX-NEO-S,2018,92379,6,Kritis,Perlu Penggantian,6722,11,15396,2,repair
MIO-M3 125,2022,19504,2,Kritis,Perlu Penyetelan,8187,12,9752,2,repair
XSR 155,2024,425,0,Baik,Baik,296,1,425,0,rutin
X-MAX-CONNEC,2020,32780,4,Baik,Perlu Penggantian,833,1,8195,0,rutin
ALL-NEW-NMAX,2023,7471,1,Kritis,Baik,524,8,7471,2,rutin
FILANO-NEO,2018,45674,6,Perlu Ganti,Perlu Penggantian,608,6,7612,2,repair
XSR 155,2024,237,0,Baik,Baik,68,4,237,0,rutin
MIO,2023,11445,1,Kritis,Baik,1876,9,11445,1,rutin
NMAX-NEO-S,2024,0,0,Baik,Baik,0,1,0,0,rutin
ALL-NEW-NMAX,2019,31431,5,Kritis,Perlu Penggantian,5720,7,6286,2,repair
X-MAX-CONNEC,2023,11258,1,Baik,Baik,1105,4,11258,0,rutin
FAZZIO-NEO-HY,2022,14609,2,Kritis,Baik,9218,12,7304,1,repair
ALL-NEW-NMAX,2018,61613,6,Kritis,Perlu Penggantian,2671,10,10268,2,repair
ALL-NEW-AEROX,2021,45681,3,Kritis,Perlu Penggantian,5705,11,15227,2,repair
FREE-GO-S,2020,41954,4,Kritis,Perlu Penggantian,8127,11,10488,3,repair
