Tgl FJB,No FJB,Kode Cust,Kode Unit Motor,Tahun Kendaraan,Kilometer,Jns Service,Kondisi_Oli,Kondisi_Rem,Bulan_Terakhir_Ganti_Oli,KM_Terakhir_Ganti_Oli,Usia_Kendaraan,Jumlah_Keluhan,KM_Per_Tahun
17-05-2024,FJB/7239/SBY/PL/4284,SBY9449679,XSR 155,2022,14383,Rutin,Perlu Ganti,Baik,5,2843,2,0,7191
17-05-2024,FJB/5929/SBY/PL/5706,SBY3448921,MIO,2020,37480,Rutin,Baik,Perlu Penggantian,4,602,4,1,9370
17-05-2024,FJB/2012/SBY/PL/7359,SBY9680093,FREE-GO-S,2024,22,Rutin,Kritis,Baik,11,20,0,0,22
17-05-2024,FJB/8702/SBY/PL/2779,SBY6703729,FAZZIO-NEO-HY,2018,38222,Repair,Kritis,Perlu Penggantian,9,6400,6,2,6370
17-05-2024,FJB/4470/SBY/PL/1608,SBY5902790,XSR 155,2019,34110,Jual Part,Kritis,Perlu Penggantian,12,8599,5,3,6822
17-05-2024,FJB/9931/SBY/PL/1206,SBY3146726,X-MAX-CONNEC,2023,15275,Kupon Gratis II (TIGA),Baik,Perlu Penyetelan,3,623,1,0,15275
17-05-2024,FJB/1547/SBY/PL/2516,SBY1660639,ALL-NEW-NMAX,2024,0,Rutin,Baik,Baik,2,0,0,0,0
18-05-2024,FJB/4089/SBY/PL/9068,SBY7139803,ALL-NEW-AEROX,2020,59988,Rutin,Baik,Perlu Penggantian,2,1468,4,0,14997
18-05-2024,FJB/7469/SBY/PL/2507,SBY8193422,MIO,2020,29629,Rutin,Baik,Perlu Penggantian,1,452,4,0,7407
18-05-2024,FJB/3936/SBY/PL/4750,SBY8885118,LEXI,2019,29316,Repair,Kritis,Perlu Penggantian,10,948,5,4,5863
18-05-2024,FJB/1041/SBY/PL/5350,SBY4611478,MIO,2021,22237,Rutin,Kritis,Perlu Penyetelan,12,5101,3,0,7412
18-05-2024,FJB/6297/SBY/PL/2819,SBY3275597,MIO,2022,25318,Repair,Baik,Perlu Penggantian,2,871,2,1,12659
18-05-2024,FJB/7175/SBY/PL/7785,SBY1372251,MIO,2022,15932,Kupon Gratis I (DUA),Baik,Perlu Penyetelan,2,701,2,0,7966
19-05-2024,FJB/5391/SBY/PL/2678,SBY7901282,X-MAX-CONNEC,2019,73871,Repair,Perlu Ganti,Perlu Penggantian,3,2496,5,2,14774
19-05-2024,FJB/6160/SBY/PL/1810,SBY3000110,VIXION,2020,49976,Repair,Kritis,Perlu Penggantian,9,2608,4,4,12494
19-05-2024,FJB/6459/SBY/PL/7621,SBY4836287,ALL-NEW-NMAX,2023,10794,Rutin,Kritis,Baik,12,1018,1,1,10794
19-05-2024,FJB/5866/SBY/PL/1072,SBY7025841,X-MAX-CONNEC,2018,58246,Repair,Perlu Ganti,Perlu Penggantian,5,983,6,1,9707
19-05-2024,FJB/9492/SBY/PL/8738,SBY4083695,MIO-M3 125,2021,29702,Repair,Kritis,Perlu Penggantian,4,3922,3,3,9900
19-05-2024,FJB/3767/SBY/PL/6889,SBY5670201,ALL-NEW-NMAX,2023,7330,Rutin,Baik,Baik,1,974,1,0,7330
19-05-2024,FJB/1383/SBY/PL/1055,SBY7582391,LEXI,2023,9517,Rutin,Kritis,Baik,4,3678,1,1,9517
20-05-2024,FJB/4626/SBY/PL/2734,SBY4210776,MT-15,2018,66483,Repair,Kritis,Perlu Penggantian,9,3438,6,3,11080
20-05-2024,FJB/7881/SBY/PL/7309,SBY8766456,MIO,2024,0,Rutin,Kritis,Baik,10,0,0,0,0
20-05-2024,FJB/6298/SBY/PL/6557,SBY1428686,LEXI,2019,38001,Repair,Baik,Perlu Penggantian,2,338,5,2,7600
20-05-2024,FJB/1559/SBY/PL/9188,SBY8876379,XSR 155,2018,53594,Rutin,Perlu Ganti,Perlu Penggantian,2,1895,6,0,8932
20-05-2024,FJB/9205/SBY/PL/3930,SBY6751231,NMAX-NEO-S,2019,51579,Kupon Gratis I (DUA),Kritis,Perlu Penggantian,11,8110,5,2,10315
21-05-2024,FJB/7208/SBY/PL/7302,SBY6465494,ALL-NEW-AEROX,2023,9521,Kupon Gratis I (DUA),Kritis,Baik,12,6116,1,1,9521
21-05-2024,FJB/9121/SBY/PL/4279,SBY3984637,ALL-NEW-NMAX,2024,0,Rutin,Kritis,Baik,10,0,0,0,0
21-05-2024,FJB/6786/SBY/PL/1502,SBY1949674,FAZZIO-NEO-HY,2018,61411,Repair,Perlu Ganti,Perlu Penggantian,4,2998,6,3,10235
21-05-2024,FJB/6944/SBY/PL/3800,SBY3764256,MT-15,2018,75651,Repair,Perlu Ganti,Perlu Penggantian,7,2029,6,2,12608
21-05-2024,FJB/3548/SBY/PL/1418,SBY9645881,MIO,2022,17715,Repair,Kritis,Perlu Penyetelan,8,5242,2,2,8857
22-05-2024,FJB/2291/SBY/PL/5761,SBY6297799,MIO,2018,34483,Repair,Baik,Perlu Penggantian,1,1102,6,1,5747
22-05-2024,FJB/7944/SBY/PL/4483,SBY5884239,R15,2023,9947,Repair,Perlu Ganti,Baik,2,2508,1,1,9947
22-05-2024,FJB/7508/SBY/PL/8002,SBY4868974,FILANO-NEO,2021,26471,Repair,Kritis,Perlu Penggantian,10,4310,3,3,8823
22-05-2024,FJB/5627/SBY/PL/7247,SBY2652105,LEXI,2023,7509,Rutin,Baik,Baik,1,1483,1,0,7509
22-05-2024,FJB/9983/SBY/PL/8956,SBY5888011,ALL-NEW-AEROX,2023,15019,Rutin,Kritis,Perlu Penyetelan,11,6702,1,1,15019
22-05-2024,FJB/3080/SBY/PL/2338,SBY4931570,FAZZIO-NEO-HY,2020,40220,Rutin,Kritis,Perlu Penggantian,11,5818,4,1,10055
22-05-2024,FJB/4468/SBY/PL/2859,SBY9867633,LEXI,2022,12512,Rutin,Perlu Ganti,Baik,5,1312,2,1,6256
23-05-2024,FJB/7937/SBY/PL/5745,SBY6354897,NMAX-NEO-S,2021,21654,Rutin,Baik,Perlu Penyetelan,4,1044,3,0,7218
23-05-2024,FJB/8220/SBY/PL/5319,SBY1313321,NMAX-NEO-S,2019,56798,Rutin,Baik,Perlu Penggantian,1,185,5,0,11359
23-05-2024,FJB/9572/SBY/PL/7011,SBY8364985,FREE-GO-S,2024,432,Rutin,Kritis,Baik,10,267,0,0,432
23-05-2024,FJB/3091/SBY/PL/1537,SBY2484474,NMAX-NEO-S,2024,44,Rutin,Perlu Ganti,Baik,5,35,0,0,44
23-05-2024,FJB/6465/SBY/PL/3534,SBY8433520,ALL-NEW-AEROX,2020,59513,Kupon Gratis I (DUA),Kritis,Perlu Penggantian,6,4347,4,4,14878
23-05-2024,FJB/2810/SBY/PL/4567,SBY9077417,FREE-GO-S,2022,14508,Repair,Perlu Ganti,Baik,5,526,2,1,7254
23-05-2024,FJB/7251/SBY/PL/7816,SBY6922977,XSR 155,2018,67577,Repair,Kritis,Perlu Penggantian,12,7106,6,2,11262
24-05-2024,FJB/1294/SBY/PL/9272,SBY8311670,ALL-NEW-AEROX,2023,8290,Kupon Gratis I (DUA),Kritis,Baik,8,1465,1,1,8290
25-05-2024,FJB/3307/SBY/PL/4353,SBY6905572,X-MAX-CONNEC,2020,42332,Repair,Perlu Ganti,Perlu Penggantian,3,1822,4,2,10583
25-05-2024,FJB/8190/SBY/PL/7129,SBY9871077,MIO,2020,45017,Repair,Kritis,Perlu Penggantian,11,145,4,3,11254
25-05-2024,FJB/2764/SBY/PL/8632,SBY8961231,ALL-NEW-NMAX,2023,4579,Rutin,Baik,Baik,2,861,1,0,4579
25-05-2024,FJB/1858/SBY/PL/7459,SBY2265623,MIO,2018,62094,Repair,Perlu Ganti,Perlu Penggantian,6,1952,6,2,10349
25-05-2024,FJB/6522/SBY/PL/1694,SBY9693462,MIO-M3 125,2018,54973,Repair,Kritis,Perlu Penggantian,9,6769,6,4,9162
25-05-2024,FJB/5976/SBY/PL/4444,SBY1853244,MIO-M3 125,2021,25935,Rutin,Kritis,Perlu Penggantian,8,6664,3,0,8645
25-05-2024,FJB/2569/SBY/PL/8348,SBY1385324,XSR 155,2023,11837,Rutin,Perlu Ganti,Baik,7,1620,1,0,11837
25-05-2024,FJB/2438/SBY/PL/1478,SBY3043075,ALL-NEW-NMAX,2020,25449,Repair,Baik,Perlu Penggantian,1,22,4,1,6362
25-05-2024,FJB/8211/SBY/PL/6123,SBY2389892,VIXION,2020,37477,Repair,Kritis,Perlu Penggantian,12,7342,4,4,9369
26-05-2024,FJB/3309/SBY/PL/8105,SBY4280408,ALL-NEW-AEROX,2023,11650,Rutin,Perlu Ganti,Baik,5,1096,1,0,11650
26-05-2024,FJB/4343/SBY/PL/1836,SBY2612176,X-MAX-CONNEC,2023,10559,Rutin,Kritis,Baik,11,4759,1,0,10559
26-05-2024,FJB/3066/SBY/PL/6984,SBY3412974,ALL-NEW-NMAX,2020,29167,Repair,Perlu Ganti,Perlu Penggantian,3,2788,4,2,7291
26-05-2024,FJB/3074/SBY/PL/9350,SBY5824437,NMAX-NEO-S,2021,34488,Kupon Gratis I (DUA),Kritis,Perlu Penggantian,9,845,3,3,11496
26-05-2024,FJB/4750/SBY/PL/3006,SBY3150756,ALL-NEW-NMAX,2019,32048,Repair,Baik,Perlu Penggantian,3,185,5,3,6409
26-05-2024,FJB/5615/SBY/PL/6069,SBY6366494,ALL-NEW-AEROX,2021,43045,Repair,Perlu Ganti,Perlu Penggantian,6,1270,3,2,14348
26-05-2024,FJB/3618/SBY/PL/2497,SBY7144331,X-MAX-CONNEC,2023,14523,Repair,Kritis,Baik,7,4800,1,2,14523
27-05-2024,FJB/2270/SBY/PL/4867,SBY9839684,FREE-GO-S,2019,33421,Repair,Perlu Ganti,Perlu Penggantian,2,1841,5,2,6684
27-05-2024,FJB/1201/SBY/PL/3254,SBY3547995,MIO,2020,49576,Repair,Kritis,Perlu Penggantian,12,9808,4,3,12394
27-05-2024,FJB/6409/SBY/PL/7457,SBY2188050,X-MAX-CONNEC,2021,34492,Repair,Kritis,Perlu Penggantian,9,6973,3,4,11497
27-05-2024,FJB/7105/SBY/PL/5104,SBY9371841,FAZZIO-NEO-HY,2020,30109,Repair,Baik,Perlu Penggantian,1,210,4,2,7527
28-05-2024,FJB/9986/SBY/PL/1926,SBY9290922,X-MAX-CONNEC,2021,31041,Repair,Kritis,Perlu Penggantian,10,2391,3,2,10347
28-05-2024,FJB/3551/SBY/PL/6097,SBY3073057,ALL-NEW-AEROX,2024,60,Repair,Kritis,Baik,9,52,0,1,60
28-05-2024,FJB/9378/SBY/PL/5501,SBY5202760,MT-15,2021,26103,Repair,Baik,Perlu Penggantian,4,172,3,1,8701
28-05-2024,FJB/5409/SBY/PL/4765,SBY2952881,NMAX-NEO-S,2020,46522,Repair,Baik,Perlu Penggantian,1,1168,4,2,11630
28-05-2024,FJB/5278/SBY/PL/7955,SBY3380092,ALL-NEW-AEROX,2020,51485,Repair,Kritis,Perlu Penggantian,12,7115,4,2,12871
28-05-2024,FJB/5195/SBY/PL/8317,SBY2107815,ALL-NEW-NMAX,2021,19670,Repair,Kritis,Perlu Penyetelan,11,4602,3,2,6556
29-05-2024,FJB/4633/SBY/PL/1416,SBY7176523,MIO,2021,30984,Repair,Perlu Ganti,Perlu Penggantian,5,2413,3,4,10328
29-05-2024,FJB/8638/SBY/PL/7904,SBY9471974,FILANO-NEO,2024,0,Rutin,Baik,Baik,3,0,0,0,0
29-05-2024,FJB/3658/SBY/PL/3904,SBY5452393,ALL-NEW-AEROX,2019,60235,Repair,Kritis,Perlu Penggantian,8,3723,5,3,12047
29-05-2024,FJB/7800/SBY/PL/5019,SBY5065491,FAZZIO-NEO-HY,2022,9952,Rutin,Baik,Baik,1,629,2,0,4976
29-05-2024,FJB/4658/SBY/PL/9813,SBY9400646,ALL-NEW-NMAX,2024,0,Rutin,Perlu Ganti,Baik,5,0,0,0,0
29-05-2024,FJB/2617/SBY/PL/8962,SBY6135694,LEXI,2024,0,Repair,Kritis,Baik,10,0,0,2,0
29-05-2024,FJB/3651/SBY/PL/8938,SBY5052400,LEXI,2021,22097,Rutin,Baik,Perlu Penyetelan,4,519,3,1,7365
29-05-2024,FJB/9069/SBY/PL/8914,SBY5611835,NMAX-NEO-S,2022,18110,Rutin,Perlu Ganti,Perlu Penyetelan,3,2449,2,0,9055
29-05-2024,FJB/2800/SBY/PL/2424,SBY2148484,LEXI,2022,10240,Repair,Perlu Ganti,Baik,5,1894,2,1,5120
29-05-2024,FJB/6869/SBY/PL/1238,SBY3913874,FAZZIO-NEO-HY,2020,20757,Repair,Baik,Perlu Penggantian,2,294,4,1,5189
29-05-2024,FJB/3710/SBY/PL/3629,SBY1287252,FAZZIO-NEO-HY,2019,29206,Repair,Kritis,Perlu Penggantian,8,1967,5,3,5841
30-05-2024,FJB/7288/SBY/PL/9551,SBY4897064,MIO,2022,15449,Rutin,Kritis,Perlu Penyetelan,5,3938,2,0,7724
30-05-2024,FJB/4624/SBY/PL/4381,SBY2809501,FREE-GO-S,2023,9006,Rutin,Perlu Ganti,Baik,7,1454,1,0,9006
30-05-2024,FJB/4194/SBY/PL/9992,SBY5363013,MIO,2019,32439,Repair,Baik,Perlu Penggantian,4,673,5,1,6487
30-05-2024,FJB/5805/SBY/PL/4671,SBY3969624,MIO-M3 125,2021,21839,Rutin,Kritis,Perlu Penyetelan,12,4400,3,0,7279
30-05-2024,FJB/1069/SBY/PL/6092,SBY2565452,ALL-NEW-NMAX,2022,15808,Rutin,Kritis,Perlu Penyetelan,7,5184,2,1,7904
31-05-2024,FJB/5040/SBY/PL/1472,SBY3478155,NMAX-NEO-S,2020,32198,Repair,Kritis,Perlu Penggantian,10,5493,4,3,8049
31-05-2024,FJB/3405/SBY/PL/8486,SBY9119416,X-MAX-CONNEC,2018,81082,Repair,Baik,Perlu Penggantian,4,490,6,1,13513
31-05-2024,FJB/8918/SBY/PL/2092,SBY7136636,LEXI,2021,16787,Rutin,Kritis,Perlu Penyetelan,6,4973,3,0,5595
31-05-2024,FJB/8495/SBY/PL/9820,SBY8212580,VIXION,2024,262,Rutin,Baik,Baik,4,180,0,0,262
31-05-2024,FJB/7145/SBY/PL/9952,SBY5809439,FAZZIO-NEO-HY,2018,37733,Rutin,Perlu Ganti,Perlu Penggantian,5,1568,6,0,6288
31-05-2024,FJB/1236/SBY/PL/8128,SBY4768930,VIXION,2023,6206,Rutin,Kritis,Baik,11,5357,1,1,6206
31-05-2024,FJB/5672/SBY/PL/8671,SBY6690041,NMAX-NEO-S,2021,23460,Rutin,Baik,Perlu Penyetelan,3,1718,3,0,7820
31-05-2024,FJB/9340/SBY/PL/1149,SBY7321519,NMAX-NEO-S,2023,12041,Repair,Kritis,Baik,10,5520,1,1,12041
31-05-2024,FJB/5279/SBY/PL/1466,SBY3224841,MIO-M3 125,2024,0,Rutin,Baik,Baik,3,0,0,0,0
01-06-2024,FJB/8453/SBY/PL/1384,SBY8188437,MIO-M3 125,2022,18418,Rutin,Perlu Ganti,Perlu Penyetelan,5,2287,2,0,9209
01-06-2024,FJB/8435/SBY/PL/3040,SBY6652165,ALL-NEW-NMAX,2023,6530,Repair,Kritis,Baik,12,5694,1,2,6530
01-06-2024,FJB/5762/SBY/PL/7665,SBY1193713,XSR 155,2021,40048,Repair,Perlu Ganti,Perlu Penggantian,4,2750,3,2,13349
01-06-2024,FJB/9817/SBY/PL/1166,SBY3957137,MIO,2022,17941,Repair,Perlu Ganti,Perlu Penyetelan,3,2080,2,1,8970
01-06-2024,FJB/8842/SBY/PL/5529,SBY2980254,FREE-GO-S,2021,17176,Kupon Gratis I (DUA),Baik,Perlu Penyetelan,1,940,3,0,5725
01-06-2024,FJB/6708/SBY/PL/9375,SBY9052836,ALL-NEW-AEROX,2020,47742,Repair,Perlu Ganti,Perlu Penggantian,6,1774,4,1,11935
01-06-2024,FJB/5998/SBY/PL/7665,SBY7576772,R15,2021,27382,Repair,Baik,Perlu Penggantian,2,1374,3,1,9127
01-06-2024,FJB/4230/SBY/PL/5469,SBY3618005,FREE-GO-S,2021,29809,Repair,Kritis,Perlu Penggantian,12,1857,3,2,9936
01-06-2024,FJB/3966/SBY/PL/5288,SBY8035332,ALL-NEW-NMAX,2023,8076,Rutin,Baik,Baik,2,1443,1,0,8076
02-06-2024,FJB/3541/SBY/PL/9682,SBY2108895,LEXI,2018,44348,Rutin,Perlu Ganti,Perlu Penggantian,5,2527,6,0,7391
03-06-2024,FJB/5373/SBY/PL/4078,SBY8221984,R15,2018,55056,Repair,Kritis,Perlu Penggantian,8,2625,6,3,9176
03-06-2024,FJB/9673/SBY/PL/6686,SBY8914325,ALL-NEW-AEROX,2018,42994,Repair,Kritis,Perlu Penggantian,11,1531,6,3,7165
03-06-2024,FJB/1249/SBY/PL/7021,SBY4475215,XSR 155,2024,210,Rutin,Kritis,Baik,12,191,0,0,210
03-06-2024,FJB/9981/SBY/PL/9173,SBY1815250,ALL-NEW-NMAX,2018,31035,Kupon Gratis I (DUA),Kritis,Perlu Penggantian,10,1525,6,2,5172
03-06-2024,FJB/7728/SBY/PL/3883,SBY4668291,NMAX-NEO-S,2023,7988,Rutin,Kritis,Baik,6,3951,1,1,7988
03-06-2024,FJB/6226/SBY/PL/6841,SBY3185360,ALL-NEW-NMAX,2020,29057,Repair,Kritis,Perlu Penggantian,6,4196,4,2,7264
03-06-2024,FJB/3445/SBY/PL/8903,SBY7254195,X-MAX-CONNEC,2023,8254,Rutin,Baik,Baik,1,1500,1,0,8254
03-06-2024,FJB/6981/SBY/PL/9432,SBY8082617,FREE-GO-S,2024,0,Kupon Gratis II (TIGA),Kritis,Baik,9,0,0,2,0
03-06-2024,FJB/9883/SBY/PL/4148,SBY5764323,XSR 155,2023,9183,Repair,Kritis,Baik,12,6530,1,1,9183
04-06-2024,FJB/5473/SBY/PL/7549,SBY7958854,FREE-GO-S,2023,8737,Repair,Kritis,Baik,8,4674,1,2,8737
04-06-2024,FJB/2396/SBY/PL/2304,SBY2925125,MIO,2018,45688,Repair,Kritis,Perlu Penggantian,11,2881,6,2,7614
04-06-2024,FJB/2182/SBY/PL/4430,SBY9694287,MT-15,2022,17019,Repair,Kritis,Perlu Penyetelan,4,3228,2,2,8509
04-06-2024,FJB/9581/SBY/PL/7353,SBY5164179,NMAX-NEO-S,2018,50603,Repair,Kritis,Perlu Penggantian,12,10066,6,3,8433
04-06-2024,FJB/7973/SBY/PL/6549,SBY7010316,VIXION,2023,7109,Rutin,Baik,Baik,4,592,1,0,7109
04-06-2024,FJB/5818/SBY/PL/3473,SBY8737138,FREE-GO-S,2020,30315,Repair,Kritis,Perlu Penggantian,8,3953,4,2,7578
04-06-2024,FJB/1819/SBY/PL/9317,SBY1692507,FREE-GO-S,2022,12812,Repair,Perlu Ganti,Baik,4,2888,2,1,6406
05-06-2024,FJB/8141/SBY/PL/9641,SBY5147863,XSR 155,2019,69563,Repair,Kritis,Perlu Penggantian,4,3097,5,3,13912
05-06-2024,FJB/8589/SBY/PL/9306,SBY4443112,MIO,2020,47590,Repair,Kritis,Perlu Penggantian,10,7722,4,3,11897
05-06-2024,FJB/8251/SBY/PL/1473,SBY8401721,FREE-GO-S,2018,64069,Repair,Kritis,Perlu Penggantian,12,768,6,4,10678
05-06-2024,FJB/5170/SBY/PL/4494,SBY4885709,FREE-GO-S,2018,62444,Repair,Kritis,Perlu Penggantian,9,3845,6,4,10407
05-06-2024,FJB/5888/SBY/PL/6538,SBY1056330,MIO,2018,67953,Rutin,Baik,Perlu Penggantian,2,1330,6,1,11325
05-06-2024,FJB/9148/SBY/PL/4405,SBY9356856,NMAX-NEO-S,2022,19329,Rutin,Baik,Perlu Penyetelan,2,761,2,0,9664
05-06-2024,FJB/5077/SBY/PL/4224,SBY6196503,LEXI,2021,32140,Repair,Perlu Ganti,Perlu Penggantian,6,2934,3,2,10713
05-06-2024,FJB/9521/SBY/PL/6295,SBY7607771,R15,2021,41336,Repair,Perlu Ganti,Perlu Penggantian,6,2464,3,3,13778
05-06-2024,FJB/5348/SBY/PL/7360,SBY3972436,FREE-GO-S,2020,32836,Jual Part,Kritis,Perlu Penggantian,11,6851,4,4,8209
06-06-2024,FJB/5452/SBY/PL/2957,SBY5768973,LEXI,2023,5310,Rutin,Perlu Ganti,Baik,7,2440,1,0,5310
06-06-2024,FJB/9885/SBY/PL/6738,SBY7292659,ALL-NEW-NMAX,2022,14179,Repair,Kritis,Baik,10,5304,2,2,7089
06-06-2024,FJB/2049/SBY/PL/6857,SBY8146180,ALL-NEW-NMAX,2023,4535,Jual Part,Perlu Ganti,Baik,6,47,1,0,4535
06-06-2024,FJB/9381/SBY/PL/2981,SBY6776648,MIO-M3 125,2018,63807,Repair,Baik,Perlu Penggantian,1,765,6,1,10634
06-06-2024,FJB/4001/SBY/PL/2547,SBY4252781,FILANO-NEO,2019,26719,Repair,Kritis,Perlu Penggantian,10,5894,5,4,5343
06-06-2024,FJB/5133/SBY/PL/4335,SBY3787177,ALL-NEW-NMAX,2019,36938,Repair,Kritis,Perlu Penggantian,11,954,5,4,7387
06-06-2024,FJB/9193/SBY/PL/9583,SBY5691653,X-MAX-CONNEC,2020,49689,Repair,Kritis,Perlu Penggantian,12,3991,4,3,12422
06-06-2024,FJB/2048/SBY/PL/7776,SBY8777417,X-MAX-CONNEC,2024,221,Repair,Kritis,Baik,10,150,0,1,221
06-06-2024,FJB/7647/SBY/PL/5582,SBY6789361,MIO,2022,24416,Rutin,Kritis,Perlu Penyetelan,6,4304,2,1,12208
06-06-2024,FJB/6179/SBY/PL/4514,SBY4723054,X-MAX-CONNEC,2022,31465,Rutin,Perlu Ganti,Perlu Penggantian,5,1978,2,0,15732
06-06-2024,FJB/9275/SBY/PL/4363,SBY2855521,MIO,2022,19838,Rutin,Kritis,Perlu Penyetelan,11,8757,2,0,9919
06-06-2024,FJB/7555/SBY/PL/2231,SBY8500049,MT-15,2021,29627,Repair,Perlu Ganti,Perlu Penggantian,7,246,3,2,9875
07-06-2024,FJB/6425/SBY/PL/7438,SBY2985168,ALL-NEW-NMAX,2020,32476,Repair,Baik,Perlu Penggantian,1,983,4,3,8119
07-06-2024,FJB/8198/SBY/PL/1811,SBY2895244,FREE-GO-S,2019,51985,Repair,Kritis,Perlu Penggantian,5,3385,5,2,10397
07-06-2024,FJB/1764/SBY/PL/1450,SBY5619222,LEXI,2021,22170,Rutin,Baik,Perlu Penyetelan,4,281,3,0,7390
07-06-2024,FJB/2136/SBY/PL/4326,SBY1633521,FREE-GO-S,2019,43007,Rutin,Perlu Ganti,Perlu Penggantian,6,1591,5,0,8601
07-06-2024,FJB/5596/SBY/PL/8766,SBY2043625,XSR 155,2023,13416,Rutin,Perlu Ganti,Baik,7,1645,1,0,13416
07-06-2024,FJB/5017/SBY/PL/8025,SBY5323710,MIO-M3 125,2023,9327,Rutin,Baik,Baik,2,1131,1,0,9327
08-06-2024,FJB/3447/SBY/PL/4289,SBY8588038,FREE-GO-S,2022,14858,Rutin,Kritis,Baik,8,4010,2,1,7429
08-06-2024,FJB/3981/SBY/PL/3465,SBY7847593,NMAX-NEO-S,2022,18442,Rutin,Baik,Perlu Penyetelan,3,119,2,0,9221
08-06-2024,FJB/6232/SBY/PL/3711,SBY5176960,FAZZIO-NEO-HY,2024,0,Rutin,Kritis,Baik,9,0,0,0,0
08-06-2024,FJB/4733/SBY/PL/4045,SBY4281616,LEXI,2019,44174,Repair,Kritis,Perlu Penggantian,8,3985,5,3,8834
09-06-2024,FJB/9484/SBY/PL/5127,SBY1015793,X-MAX-CONNEC,2024,0,Repair,Kritis,Baik,8,0,0,1,0
09-06-2024,FJB/5567/SBY/PL/5224,SBY5569159,R15,2024,0,Repair,Kritis,Baik,11,0,0,2,0
09-06-2024,FJB/5939/SBY/PL/9396,SBY1987895,NMAX-NEO-S,2021,41270,Repair,Kritis,Perlu Penggantian,5,4725,3,3,13756
09-06-2024,FJB/4325/SBY/PL/1721,SBY9649651,ALL-NEW-AEROX,2018,52833,Repair,Baik,Perlu Penggantian,1,614,6,1,8805
09-06-2024,FJB/6695/SBY/PL/5956,SBY2068610,ALL-NEW-AEROX,2018,56173,Repair,Baik,Perlu Penggantian,3,1579,6,1,9362
09-06-2024,FJB/6167/SBY/PL/4721,SBY1091434,R15,2018,43815,Repair,Kritis,Perlu Penggantian,11,301,6,3,7302
09-06-2024,FJB/6958/SBY/PL/7949,SBY7286544,MT-15,2020,36756,Repair,Kritis,Perlu Penggantian,9,3507,4,4,9189
09-06-2024,FJB/4642/SBY/PL/5153,SBY3059728,MIO,2019,58200,Repair,Kritis,Perlu Penggantian,11,671,5,3,11640
09-06-2024,FJB/7054/SBY/PL/8225,SBY7803978,MT-15,2021,41402,Repair,Kritis,Perlu Penggantian,5,3970,3,2,13800
09-06-2024,FJB/1404/SBY/PL/4164,SBY9872837,LEXI,2020,35078,Repair,Kritis,Perlu Penggantian,7,3282,4,2,8769
09-06-2024,FJB/9386/SBY/PL/8558,SBY2896077,NMAX-NEO-S,2018,88637,Repair,Kritis,Perlu Penggantian,11,7816,6,2,14772
10-06-2024,FJB/9762/SBY/PL/9308,SBY2298930,FREE-GO-S,2018,34172,Repair,Kritis,Perlu Penggantian,10,3920,6,3,5695
10-06-2024,FJB/2560/SBY/PL/2329,SBY1367892,R15,2024,0,Rutin,Baik,Baik,4,0,0,0,0
10-06-2024,FJB/6380/SBY/PL/4722,SBY8243603,FAZZIO-NEO-HY,2019,29915,Rutin,Kritis,Perlu Penggantian,9,4498,5,0,5983
10-06-2024,FJB/9104/SBY/PL/8853,SBY7706377,ALL-NEW-NMAX,2023,10442,Rutin,Kritis,Baik,10,2168,1,0,10442
10-06-2024,FJB/5803/SBY/PL/6809,SBY2306250,MIO-M3 125,2023,7453,Rutin,Baik,Baik,2,1210,1,0,7453
10-06-2024,FJB/3697/SBY/PL/8853,SBY4860558,ALL-NEW-AEROX,2018,67366,Rutin,Baik,Perlu Penggantian,3,790,6,1,11227
10-06-2024,FJB/8691/SBY/PL/7546,SBY1050655,R15,2023,10753,Repair,Baik,Baik,3,1679,1,1,10753
11-06-2024,FJB/8398/SBY/PL/7001,SBY2309917,VIXION,2024,192,Rutin,Perlu Ganti,Baik,5,104,0,0,192
11-06-2024,FJB/9669/SBY/PL/8568,SBY3575991,ALL-NEW-NMAX,2020,37539,Repair,Kritis,Perlu Penggantian,11,5697,4,2,9384
11-06-2024,FJB/5250/SBY/PL/7548,SBY9944837,NMAX-NEO-S,2024,450,Jual Part,Baik,Baik,2,93,0,0,450
11-06-2024,FJB/9771/SBY/PL/4770,SBY1631531,LEXI,2024,0,Rutin,Perlu Ganti,Baik,6,0,0,0,0
11-06-2024,FJB/5454/SBY/PL/3372,SBY5780825,MIO,2020,44706,Repair,Kritis,Perlu Penggantian,10,2472,4,3,11176
11-06-2024,FJB/8850/SBY/PL/4771,SBY3427159,FREE-GO-S,2022,10640,Rutin,Perlu Ganti,Baik,5,1267,2,0,5320
11-06-2024,FJB/6116/SBY/PL/5813,SBY2416952,FREE-GO-S,2022,15736,Rutin,Kritis,Perlu Penyetelan,4,3672,2,0,7868
11-06-2024,FJB/9580/SBY/PL/2757,SBY9262607,FAZZIO-NEO-HY,2019,27707,Repair,Kritis,Perlu Penggantian,9,4051,5,2,5541
11-06-2024,FJB/5395/SBY/PL/1373,SBY4458815,NMAX-NEO-S,2021,41190,Repair,Kritis,Perlu Penggantian,11,4857,3,3,13730
12-06-2024,FJB/3600/SBY/PL/6468,SBY1782163,FAZZIO-NEO-HY,2022,20228,Kupon Gratis I (DUA),Perlu Ganti,Perlu Penyetelan,7,1157,2,0,10114
